id,text,language,category,subcategory,priority,duplicate_of
1353,The price for a basic meal is too high compared to the quality offered.,en,Canteen,pricing,3,
14,Two lectures for Data Structures and another subject are scheduled at the same time.,en,Academics,timetable_scheduling,2,
28,"the elective course की क्लास और लैब का समय एक साथ है, टकराव हो रहा है।",hi,Academics,timetable_scheduling,2,
281,The marks uploaded for Operating Systems do not match what was shown on the answer sheet.,en,Examinations,marks_discrepancy,3,
761,4th floor lab mein internet baar baar disconnect ho raha hai.,hinglish,IT_Library,wifi_network,1,
33,"AI/ML ka lecture aur lab dono same time pe hai, clash ho raha hai.",hinglish,Academics,timetable_scheduling,1,
985,the library building mein baar baar electrical problem se lab session disrupt ho raha hai.,hinglish,Infrastructure,electrical_issues,3,
53,The professor is not explaining Computer Networks concepts clearly and students are struggling to understand.,en,Academics,teaching_quality,1,
204,Computer Networks में मेरी अटेंडेंस गलत दिखाई जा रही है जबकि मैं क्लास में था।,hi,Academics,attendance,3,
1224,The journey to and from campus creates an access or safety concern for some students who travel from far away.,en,Transport,travel_safety_access,4,
108,the faculty ने क्लास में छात्रों के साथ बहुत बुरा व्यवहार किया।,hi,Academics,faculty_conduct,3,
1188,Nalasopara से लंबी यात्रा के कारण छात्रों को कभी-कभी वापसी की ट्रेन पकड़ने के लिए लेक्चर जल्दी छोड़ना पड़ता है।,hi,Transport,transport_academic_conflict,3,
384,परीक्षा डेटशीट दूसरे विषय की परीक्षा के समय या तारीख से टकरा रही है।,hi,Examinations,examination_schedule,3,
1484,Canteen mein normal service time par food serving bohot slow hai.,hinglish,Canteen,food_service,1,
1300,Canteen mein khane ki quality is mahine kaafi gir gayi hai.,hinglish,Canteen,food_quality,2,
1073,College mein students ke two-wheeler ke liye enough parking space nahi hai.,hinglish,Infrastructure,parking_access,3,
1459,मेनू में मौजूद खाना ऑर्डर करने पर बार-बार उपलब्ध नहीं होता।,hi,Canteen,food_service,1,
817,The reference book for Data Structures is not available in the library.,en,IT_Library,library_book_availability,2,
373,The exam datesheet has a timing or date conflict with another subject's exam.,en,Examinations,examination_schedule,3,
65,DBMS के कॉन्सेप्ट ठीक से समझाए नहीं जा रहे हैं और छात्रों को समझने में परेशानी हो रही है।,hi,Academics,teaching_quality,3,
1282,आज कैंटीन में खाना अधपका और ठंडा मिला।,hi,Canteen,food_quality,2,
438,"Exam process se related administrative problem hai, marks ya timetable ka issue nahi hai.",hinglish,Examinations,examination_process,3,
1556,"The canteen menu has not changed in months, and students want more variety.",en,Canteen,menu_variety,2,1402
477,"फीस रसीद और पोर्टल राशि में Rs. 1,200 का अंतर है।",hi,Fees_Accounts,fee_discrepancy,3,
977,Block A mein baar baar electrical problem se lab session disrupt ho raha hai.,hinglish,Infrastructure,electrical_issues,3,
231,My hall ticket for the Operating Systems exam has an incorrect seat number.,en,Examinations,hall_ticket,3,
1368,कैंटीन की कीमतें बिना किसी सूचना के बढ़ा दी गईं।,hi,Canteen,pricing,2,
301,DBMS ke internal aur external marks mein mismatch hai.,hinglish,Examinations,marks_discrepancy,4,
1374,बेसिक खाने की कीमत क्वालिटी के मुकाबले बहुत ज्यादा है।,hi,Canteen,pricing,2,
1057,कॉलेज में छात्रों के दोपहिया वाहनों के लिए पर्याप्त पार्किंग की जगह नहीं है।,hi,Infrastructure,parking_access,2,
859,I cannot access the online journal or digital library resource required for my course.,en,IT_Library,library_digital_resources,1,
1357,Canteen prices were increased without any notice to students.,en,Canteen,pricing,2,
1023,ground floor corridor ke paas safai aur sanitation ki problem hai.,hinglish,Infrastructure,sanitation_cleanliness,4,
139,The DBMS syllabus is being rushed and we are not able to understand the concepts.,en,Academics,syllabus_course_progress,2,
203,मेडिकल सर्टिफिकेट देने के बाद भी अटेंडेंस अपडेट नहीं हुई।,hi,Academics,attendance,2,
331,"रीवैल्यूएशन एप्लीकेशन दिए हुए 10 days हो गए, कृपया प्रोसेस करें।",hi,Examinations,revaluation,4,
310,Computer Networks ke marks jo upload hue hain wo answer sheet se match nahi karte.,hinglish,Examinations,marks_discrepancy,3,
137,The the elective course syllabus is being rushed and we are not able to understand the concepts.,en,Academics,syllabus_course_progress,2,
1307,There were insects near the food counter at the canteen.,en,Canteen,food_hygiene,3,
1024,2nd floor corridor ke paas safai aur sanitation ki problem hai.,hinglish,Infrastructure,sanitation_cleanliness,3,
335,"रीवैल्यूएशन एप्लीकेशन दिए हुए 10 days हो गए, कृपया प्रोसेस करें।",hi,Examinations,revaluation,3,
163,"DBMS का सिलेबस बहुत जल्दी पढ़ाया जा रहा है, समझ नहीं आ रहा।",hi,Academics,syllabus_course_progress,3,
161,the elective course का जरूरी सिलेबस अभी तक पूरा नहीं हुआ है।,hi,Academics,syllabus_course_progress,2,
1328,कैंटीन का बैठने का क्षेत्र ठीक से साफ नहीं किया जा रहा है।,hi,Canteen,food_hygiene,1,
176,"Computer Networks ka syllabus bohot jaldi cover ho raha hai, samajh nahi aa raha.",hinglish,Academics,syllabus_course_progress,3,
1043,There is not enough two-wheeler parking space for students on campus.,en,Infrastructure,parking_access,2,
538,Mera Rs. 500 ka refund two weeks se pending hai.,hinglish,Fees_Accounts,refund,3,
711,Main 3 days se student portal mein login nahi kar pa raha.,hinglish,IT_Library,portal_account_access,2,
1171,"Because of the long commute from Virar, students sometimes have to leave lectures early to catch their return train.",en,Transport,transport_academic_conflict,2,
828,AI/ML के लिए संदर्भ पुस्तक लाइब्रेरी में उपलब्ध नहीं है।,hi,IT_Library,library_book_availability,2,
748,ground floor लैब में इंटरनेट बार-बार डिस्कनेक्ट हो रहा है।,hi,IT_Library,wifi_network,2,
721,Wi-Fi in the main building has not been working for 5 days.,en,IT_Library,wifi_network,2,
314,the elective course ke internal aur external marks mein mismatch hai.,hinglish,Examinations,marks_discrepancy,3,
1517,"the elective course paper ka revaluation chahiye, marks galat lag rahe hain.",hinglish,Examinations,revaluation,3,350
556,मेरी स्कॉलरशिप स्थिति पोर्टल पर 5 days से अपडेट नहीं हुई है।,hi,Fees_Accounts,scholarship,3,
173,"the elective course ka syllabus bohot jaldi cover ho raha hai, samajh nahi aa raha.",hinglish,Academics,syllabus_course_progress,3,
681,The portal shows an error every time I try to access my results.,en,IT_Library,portal_account_access,3,
328,Please process my revaluation application for the Computer Networks exam; it has been a week.,en,Examinations,revaluation,3,
970,"the main building 2nd floor के पास खुली वायरिंग है, यह असुरक्षित है।",hi,Infrastructure,electrical_issues,4,
823,The reference book for AI/ML is not available in the library.,en,IT_Library,library_book_availability,3,
976,the main building mein baar baar electrical problem se lab session disrupt ho raha hai.,hinglish,Infrastructure,electrical_issues,3,
1469,कैंटीन में सामान्य समय पर खाना सर्व करने की प्रक्रिया बहुत धीमी है।,hi,Canteen,food_service,2,
958,Frequent electrical failures in the library building are disrupting lab sessions.,en,Infrastructure,electrical_issues,4,
1049,There is not enough two-wheeler parking space for students on campus.,en,Infrastructure,parking_access,3,
911,The projector in the library building 2nd floor classroom has been broken for a week.,en,Infrastructure,classroom_lab_maintenance,3,
1535,I cannot access the online journal or digital library resource required for my course.,en,IT_Library,library_digital_resources,2,864
946,Frequent electrical failures in the library building are disrupting lab sessions.,en,Infrastructure,electrical_issues,5,
456,"There is a discrepancy of Rs. 8,000 between the fee receipt and portal amount.",en,Fees_Accounts,fee_discrepancy,4,
1310,There were insects near the food counter at the canteen.,en,Canteen,food_hygiene,1,
378,परीक्षा डेटशीट दूसरे विषय की परीक्षा के समय या तारीख से टकरा रही है।,hi,Examinations,examination_schedule,3,
1333,कैंटीन के फूड काउंटर के पास कीड़े दिखे।,hi,Canteen,food_hygiene,1,
1235,कॉलेज आने-जाने की यात्रा कुछ दूर रहने वाले छात्रों के लिए सुरक्षा या पहुंच की समस्या पैदा करती है।,hi,Transport,travel_safety_access,3,
262,Mera hall ticket mein seat number galat hai Data Structures exam ke liye.,hinglish,Examinations,hall_ticket,3,
345,"रीवैल्यूएशन एप्लीकेशन दिए हुए a week हो गए, कृपया प्रोसेस करें।",hi,Examinations,revaluation,2,
167,"Computer Networks ka syllabus bohot jaldi cover ho raha hai, samajh nahi aa raha.",hinglish,Academics,syllabus_course_progress,3,
880,मेरे स्टूडेंट अकाउंट से ई-लाइब्रेरी संसाधन एक्सेस नहीं हो रहा है।,hi,IT_Library,library_digital_resources,2,
146,The Computer Networks syllabus is being rushed and we are not able to understand the concepts.,en,Academics,syllabus_course_progress,3,
400,Exam datesheet doosre subject ke exam ke time ya date se clash kar rahi hai.,hinglish,Examinations,examination_schedule,4,
1221,Students travelling long distances have raised a safety or accessibility concern about reaching campus regularly.,en,Transport,travel_safety_access,4,
965,"the library building 2nd floor के पास खुली वायरिंग है, यह असुरक्षित है।",hi,Infrastructure,electrical_issues,5,
1237,कॉलेज आने-जाने की यात्रा कुछ दूर रहने वाले छात्रों के लिए सुरक्षा या पहुंच की समस्या पैदा करती है।,hi,Transport,travel_safety_access,3,
333,"रीवैल्यूएशन एप्लीकेशन दिए हुए 5 days हो गए, कृपया प्रोसेस करें।",hi,Examinations,revaluation,4,
637,I need a copy of my fee receipt and payment record for official documentation.,en,Fees_Accounts,accounts_financial_documentation,4,
1153,Boisar से आने वाले छात्रों को कॉलेज पहुंचने में लगभग तीन घंटे लगते हैं और उनकी यात्रा की समस्या पर ध्यान देने की जरूरत है।,hi,Transport,commuting_accessibility,2,
947,"There is exposed wiring near the main building ground floor, which is unsafe.",en,Infrastructure,electrical_issues,5,
311,DBMS ke internal aur external marks mein mismatch hai.,hinglish,Examinations,marks_discrepancy,3,
844,the elective course ki reference book library mein available nahi hai.,hinglish,IT_Library,library_book_availability,2,
1218,The journey to and from campus creates an access or safety concern for some students who travel from far away.,en,Transport,travel_safety_access,3,
445,"Exam process se related administrative problem hai, marks ya timetable ka issue nahi hai.",hinglish,Examinations,examination_process,4,
1244,कॉलेज आने-जाने की यात्रा कुछ दूर रहने वाले छात्रों के लिए सुरक्षा या पहुंच की समस्या पैदा करती है।,hi,Transport,travel_safety_access,4,
63,Operating Systems के कॉन्सेप्ट ठीक से समझाए नहीं जा रहे हैं और छात्रों को समझने में परेशानी हो रही है।,hi,Academics,teaching_quality,2,
1512,There was inappropriate behaviour by a visiting lecturer in class today.,en,Academics,faculty_conduct,2,94
725,The internet connection in the 3rd floor lab keeps disconnecting.,en,IT_Library,wifi_network,2,
778,The licensed software for the elective course lab has expired and needs renewal.,en,IT_Library,software_license,2,
666,Student account mein fee receipt ya payment record show nahi ho raha.,hinglish,Fees_Accounts,accounts_financial_documentation,3,
710,Result dekhne ki koshish karne pe portal error deta hai.,hinglish,IT_Library,portal_account_access,2,
370,The exam datesheet has a timing or date conflict with another subject's exam.,en,Examinations,examination_schedule,3,
1286,आज कैंटीन में खाना अधपका और ठंडा मिला।,hi,Canteen,food_quality,2,
1214,Current lecture timings Bhiwandi se long-distance travel karne wale students ke liye conflict create karti hain.,hinglish,Transport,transport_academic_conflict,2,
461,"I was charged Rs. 1,200 extra in my semester fee without explanation.",en,Fees_Accounts,fee_discrepancy,3,
888,Student account se e-library resource access nahi ho raha.,hinglish,IT_Library,library_digital_resources,2,
759,Block A mein WiFi 5 days se kaam nahi kar raha hai.,hinglish,IT_Library,wifi_network,2,
1186,Virar से लंबी यात्रा के कारण छात्रों को कभी-कभी वापसी की ट्रेन पकड़ने के लिए लेक्चर जल्दी छोड़ना पड़ता है।,hi,Transport,transport_academic_conflict,2,
1425,डाइटरी रिस्ट्रिक्शन वाले छात्रों के लिए बहुत कम विकल्प हैं।,hi,Canteen,menu_variety,2,
62,Data Structures के कॉन्सेप्ट ठीक से समझाए नहीं जा रहे हैं और छात्रों को समझने में परेशानी हो रही है।,hi,Academics,teaching_quality,2,
1081,Construction work is blocking access to a common college facility.,en,Infrastructure,construction_facility_disruption,3,
102,the faculty was rude to students during the Operating Systems lecture.,en,Academics,faculty_conduct,3,
1355,Canteen prices were increased without any notice to students.,en,Canteen,pricing,2,
1200,Bhiwandi से लंबी यात्रा के कारण छात्रों को कभी-कभी वापसी की ट्रेन पकड़ने के लिए लेक्चर जल्दी छोड़ना पड़ता है।,hi,Transport,transport_academic_conflict,3,
959,Frequent electrical failures in the new wing are disrupting lab sessions.,en,Infrastructure,electrical_issues,3,
308,DBMS ke internal aur external marks mein mismatch hai.,hinglish,Examinations,marks_discrepancy,3,
1084,Ongoing construction is disrupting normal use of the campus area.,en,Infrastructure,construction_facility_disruption,2,
576,Meri scholarship status portal pe 5 days se update nahi hui hai.,hinglish,Fees_Accounts,scholarship,4,
938,Block B ground floor classroom ka projector 10 days se kharab hai.,hinglish,Infrastructure,classroom_lab_maintenance,3,
836,लाइब्रेरी की किताब मिलने में two weeks हो गए।,hi,IT_Library,library_book_availability,2,
512,मेरा Rs. 500 का रिफंड a week से पेंडिंग है।,hi,Fees_Accounts,refund,3,
1209,Virar se long commute ki wajah se students ko return train pakadne ke liye kabhi lecture early leave karna padta hai.,hinglish,Transport,transport_academic_conflict,2,
1494,"मेरा Rs. 8,000 का रिफंड 3 days से पेंडिंग है।",hi,Fees_Accounts,refund,2,525
640,I need a copy of my fee receipt and payment record for official documentation.,en,Fees_Accounts,accounts_financial_documentation,2,
485,Mujhse semester fee mein Rs. 500 extra charge hua hai bina reason ke.,hinglish,Fees_Accounts,fee_discrepancy,2,
883,मेरे स्टूडेंट अकाउंट से ई-लाइब्रेरी संसाधन एक्सेस नहीं हो रहा है।,hi,IT_Library,library_digital_resources,3,
1123,Construction work ki wajah se common college facility ka access block ho raha hai.,hinglish,Infrastructure,construction_facility_disruption,3,
201,मेडिकल सर्टिफिकेट देने के बाद भी अटेंडेंस अपडेट नहीं हुई।,hi,Academics,attendance,2,
1135,Long-distance commuting is making it difficult for students from Nalasopara to attend the full college schedule regularly.,en,Transport,commuting_accessibility,2,
443,Examination procedure mein issue hai aur correct process ki guidance chahiye.,hinglish,Examinations,examination_process,4,
242,पोर्टल से हॉल टिकट डाउनलोड नहीं हो रहा है।,hi,Examinations,hall_ticket,4,
277,The marks uploaded for Data Structures do not match what was shown on the answer sheet.,en,Examinations,marks_discrepancy,3,
872,मेरे स्टूडेंट अकाउंट से ई-लाइब्रेरी संसाधन एक्सेस नहीं हो रहा है।,hi,IT_Library,library_digital_resources,2,
915,The projector in Block A 2nd floor classroom has been broken for 10 days.,en,Infrastructure,classroom_lab_maintenance,3,
1210,Palghar se long commute ki wajah se students ko return train pakadne ke liye kabhi lecture early leave karna padta hai.,hinglish,Transport,transport_academic_conflict,3,
939,"Classroom ya lab ka furniture aur physical equipment damaged hai, repair chahiye.",hinglish,Infrastructure,classroom_lab_maintenance,3,
1308,There were insects near the food counter at the canteen.,en,Canteen,food_hygiene,3,
595,The fee payment failed but Rs. 500 was deducted from my account.,en,Fees_Accounts,payment_transaction,3,
1464,कैंटीन में सामान्य समय पर खाना सर्व करने की प्रक्रिया बहुत धीमी है।,hi,Canteen,food_service,2,
374,Two of my exams including the elective course are scheduled on the same day.,en,Examinations,examination_schedule,3,
382,मेरी दो परीक्षाएं Operating Systems सहित एक ही दिन पर हैं।,hi,Examinations,examination_schedule,3,
885,मेरे स्टूडेंट अकाउंट से ई-लाइब्रेरी संसाधन एक्सेस नहीं हो रहा है।,hi,IT_Library,library_digital_resources,2,
777,We do not have access to the required software license in the lab.,en,IT_Library,software_license,2,
435,परीक्षा प्रक्रिया से जुड़ी प्रशासनिक समस्या है जो मार्क्स या डेटशीट से संबंधित नहीं है।,hi,Examinations,examination_process,2,
1106,निर्माण कार्य से कॉलेज की एक सामान्य सुविधा तक पहुंच बाधित हो रही है।,hi,Infrastructure,construction_facility_disruption,3,
1254,Far se travel karne wale students ne campus reach karne ko lekar safety ya accessibility concern raise kiya hai.,hinglish,Transport,travel_safety_access,3,
1324,कैंटीन के फूड काउंटर के पास कीड़े दिखे।,hi,Canteen,food_hygiene,1,
352,"Revaluation application diye 3 days ho gaye, please process karo.",hinglish,Examinations,revaluation,2,
749,ground floor लैब में इंटरनेट बार-बार डिस्कनेक्ट हो रहा है।,hi,IT_Library,wifi_network,2,
1139,Students travelling from Nalasopara spend three hours commuting to college every day and need better accessibility consideration.,en,Transport,commuting_accessibility,2,
1189,मौजूदा लेक्चर टाइमिंग Bhiwandi से दूर से आने वाले छात्रों के लिए समस्या पैदा करती है।,hi,Transport,transport_academic_conflict,2,
1309,The canteen seating area is not being cleaned properly.,en,Canteen,food_hygiene,2,
562,मेरी स्कॉलरशिप स्थिति पोर्टल पर two weeks से अपडेट नहीं हुई है।,hi,Fees_Accounts,scholarship,2,
980,"the main building 4th floor ke paas exposed wiring hai, ye unsafe hai.",hinglish,Infrastructure,electrical_issues,4,
266,Portal se hall ticket download nahi ho raha hai.,hinglish,Examinations,hall_ticket,2,
1191,मौजूदा लेक्चर टाइमिंग Nalasopara से दूर से आने वाले छात्रों के लिए समस्या पैदा करती है।,hi,Transport,transport_academic_conflict,2,
334,"रीवैल्यूएशन एप्लीकेशन दिए हुए a week हो गए, कृपया प्रोसेस करें।",hi,Examinations,revaluation,3,
1507,Basic meal ki price quality ke comparison mein bohot zyada hai.,hinglish,Canteen,pricing,3,1387
389,परीक्षा डेटशीट दूसरे विषय की परीक्षा के समय या तारीख से टकरा रही है।,hi,Examinations,examination_schedule,3,
1031,2nd floor corridor ke paas safai aur sanitation ki problem hai.,hinglish,Infrastructure,sanitation_cleanliness,2,
1176,"Because of the long commute from Bhiwandi, students sometimes have to leave lectures early to catch their return train.",en,Transport,transport_academic_conflict,2,
1411,डाइटरी रिस्ट्रिक्शन वाले छात्रों के लिए बहुत कम विकल्प हैं।,hi,Canteen,menu_variety,2,
1088,Construction work is blocking access to a common college facility.,en,Infrastructure,construction_facility_disruption,3,
655,मुझे आधिकारिक दस्तावेज के लिए फीस रसीद और पेमेंट रिकॉर्ड की कॉपी चाहिए।,hi,Fees_Accounts,accounts_financial_documentation,3,
696,रिजल्ट देखने की कोशिश करने पर पोर्टल एरर दिखाता है।,hi,IT_Library,portal_account_access,3,
124,the faculty ne class mein bohot rudely behave kiya students ke saath.,hinglish,Academics,faculty_conduct,2,
469,फीस रसीद और पोर्टल राशि में Rs. 500 का अंतर है।,hi,Fees_Accounts,fee_discrepancy,3,
1020,Block B के वॉशरूम नियमित रूप से साफ नहीं किए जा रहे हैं।,hi,Infrastructure,sanitation_cleanliness,3,
404,Meri do exams including Data Structures same din pe hain.,hinglish,Examinations,examination_schedule,2,
687,I am unable to log into the student portal for 5 days.,en,IT_Library,portal_account_access,2,
1312,The canteen seating area is not being cleaned properly.,en,Canteen,food_hygiene,1,
34,"Sab departments ka lunch break same hai, canteen mein bohot crowd hota hai, break timing review karo.",hinglish,Academics,timetable_scheduling,2,
554,I have not received any update about my scholarship application.,en,Fees_Accounts,scholarship,3,
1052,पार्किंग की जगह कम होने से छात्रों को वाहन पार्क करने में समस्या हो रही है।,hi,Infrastructure,parking_access,2,
799,Lab mein zaroori software license available nahi hai.,hinglish,IT_Library,software_license,3,
539,"Mera Rs. 1,200 ka refund 10 days se pending hai.",hinglish,Fees_Accounts,refund,3,
56,The professor is not explaining AI/ML concepts clearly and students are struggling to understand.,en,Academics,teaching_quality,2,
132,Aaj a professor ka behaviour theek nahi tha class mein.,hinglish,Academics,faculty_conduct,2,
591,"The fee payment failed but Rs. 8,000 was deducted from my account.",en,Fees_Accounts,payment_transaction,3,
743,Block C में वाईफाई 10 days से काम नहीं कर रहा है।,hi,IT_Library,wifi_network,2,
1502,Data Structures में मेरी अटेंडेंस गलत दिखाई जा रही है जबकि मैं क्लास में था।,hi,Academics,attendance,2,205
1079,Parking space kam hone ki wajah se students ko vehicle park karne mein problem ho rahi hai.,hinglish,Infrastructure,parking_access,3,
906,Furniture or physical equipment in the classroom lab is damaged and needs repair.,en,Infrastructure,classroom_lab_maintenance,3,
1393,Basic meal ki price quality ke comparison mein bohot zyada hai.,hinglish,Canteen,pricing,2,
503,"My refund of Rs. 2,500 has been pending for two weeks.",en,Fees_Accounts,refund,3,
282,The marks uploaded for Operating Systems do not match what was shown on the answer sheet.,en,Examinations,marks_discrepancy,3,
1227,The journey to and from campus creates an access or safety concern for some students who travel from far away.,en,Transport,travel_safety_access,2,
1220,Students travelling long distances have raised a safety or accessibility concern about reaching campus regularly.,en,Transport,travel_safety_access,2,
323,I want to request revaluation for my the elective course paper because the marks seem incorrect.,en,Examinations,revaluation,3,
381,मेरी दो परीक्षाएं DBMS सहित एक ही दिन पर हैं।,hi,Examinations,examination_schedule,3,
753,ground floor lab mein internet baar baar disconnect ho raha hai.,hinglish,IT_Library,wifi_network,2,
44,"AI/ML ka lecture aur lab dono same time pe hai, clash ho raha hai.",hinglish,Academics,timetable_scheduling,3,
555,I have not received any update about my scholarship application.,en,Fees_Accounts,scholarship,3,
993,Washrooms in the library building are not being cleaned regularly.,en,Infrastructure,sanitation_cleanliness,3,
1177,The current lecture timings create a conflict for students travelling long distances from Nalasopara.,en,Transport,transport_academic_conflict,1,
81,Computer Networks lecture mein doubts properly address nahi hote.,hinglish,Academics,teaching_quality,2,
123,the faculty ne class mein bohot rudely behave kiya students ke saath.,hinglish,Academics,faculty_conduct,1,
674,Official documentation ke liye fee receipt aur payment record ki copy chahiye.,hinglish,Fees_Accounts,accounts_financial_documentation,3,
160,Computer Networks का जरूरी सिलेबस अभी तक पूरा नहीं हुआ है।,hi,Academics,syllabus_course_progress,2,
1193,मौजूदा लेक्चर टाइमिंग Boisar से दूर से आने वाले छात्रों के लिए समस्या पैदा करती है।,hi,Transport,transport_academic_conflict,2,
256,Portal se hall ticket download nahi ho raha hai.,hinglish,Examinations,hall_ticket,4,
890,Student account se e-library resource access nahi ho raha.,hinglish,IT_Library,library_digital_resources,2,
917,Block C 4th floor की क्लास का प्रोजेक्टर a week से खराब है।,hi,Infrastructure,classroom_lab_maintenance,2,
1026,the library building ke washroom regularly clean nahi ho rahe hain.,hinglish,Infrastructure,sanitation_cleanliness,3,
1367,बेसिक खाने की कीमत क्वालिटी के मुकाबले बहुत ज्यादा है।,hi,Canteen,pricing,2,
1431,Dietary restriction wale students ke liye bohot kam options hain.,hinglish,Canteen,menu_variety,2,
241,पोर्टल से हॉल टिकट डाउनलोड नहीं हो रहा है।,hi,Examinations,hall_ticket,3,
1363,Canteen prices were increased without any notice to students.,en,Canteen,pricing,2,
511,"मेरा Rs. 5,000 का रिफंड 3 days से पेंडिंग है।",hi,Fees_Accounts,refund,3,
195,Attendance was not updated even after submitting a medical certificate.,en,Academics,attendance,1,
188,My attendance for Computer Networks is marked wrong despite being present.,en,Academics,attendance,2,
1091,Construction work is blocking access to a common college facility.,en,Infrastructure,construction_facility_disruption,4,
1060,कॉलेज में छात्रों के दोपहिया वाहनों के लिए पर्याप्त पार्किंग की जगह नहीं है।,hi,Infrastructure,parking_access,4,
224,Medical certificate submit karne ke baad bhi attendance update nahi hui.,hinglish,Academics,attendance,3,
1403,"The canteen menu has not changed in months, and students want more variety.",en,Canteen,menu_variety,3,
1518,Official documentation ke liye fee receipt aur payment record ki copy chahiye.,hinglish,Fees_Accounts,accounts_financial_documentation,3,674
879,मेरे कोर्स के लिए जरूरी ऑनलाइन जर्नल या डिजिटल लाइब्रेरी संसाधन नहीं खुल रहा है।,hi,IT_Library,library_digital_resources,2,
183,Attendance was not updated even after submitting a medical certificate.,en,Academics,attendance,2,
568,मुझे स्कॉलरशिप एप्लीकेशन के बारे में कोई अपडेट नहीं मिला।,hi,Fees_Accounts,scholarship,3,
1284,कैंटीन में खाने की क्वालिटी इस महीने काफी गिर गई है।,hi,Canteen,food_quality,2,
901,The projector in Block A 4th floor classroom has been broken for 5 days.,en,Infrastructure,classroom_lab_maintenance,2,
409,There is an issue with the examination procedure and I need guidance on the correct process.,en,Examinations,examination_process,3,
870,The e-library resource is not accessible with my student account.,en,IT_Library,library_digital_resources,2,
295,Computer Networks के लिए अपलोड किए गए मार्क्स आंसर शीट से मेल नहीं खाते।,hi,Examinations,marks_discrepancy,2,
255,मेरे हॉल टिकट में सीट नंबर गलत है Computer Networks परीक्षा के लिए।,hi,Examinations,hall_ticket,3,
744,ground floor लैब में इंटरनेट बार-बार डिस्कनेक्ट हो रहा है।,hi,IT_Library,wifi_network,2,
1098,निर्माण कार्य से कॉलेज की एक सामान्य सुविधा तक पहुंच बाधित हो रही है।,hi,Infrastructure,construction_facility_disruption,2,
800,"AI/ML lab ka licensed software expire ho gaya hai, renew chahiye.",hinglish,IT_Library,software_license,3,
1253,Far se travel karne wale students ne campus reach karne ko lekar safety ya accessibility concern raise kiya hai.,hinglish,Transport,travel_safety_access,3,
702,रिजल्ट देखने की कोशिश करने पर पोर्टल एरर दिखाता है।,hi,IT_Library,portal_account_access,2,
423,परीक्षा प्रक्रिया से जुड़ी प्रशासनिक समस्या है जो मार्क्स या डेटशीट से संबंधित नहीं है।,hi,Examinations,examination_process,4,
1163,Boisar se daily travel ki wajah se students ke liye full college schedule follow karna difficult ho raha hai.,hinglish,Transport,commuting_accessibility,2,
770,The licensed software for DBMS lab has expired and needs renewal.,en,IT_Library,software_license,3,
226,My hall ticket for the Data Structures exam has an incorrect seat number.,en,Examinations,hall_ticket,4,
392,Exam datesheet doosre subject ke exam ke time ya date se clash kar rahi hai.,hinglish,Examinations,examination_schedule,2,
70,AI/ML के कॉन्सेप्ट ठीक से समझाए नहीं जा रहे हैं और छात्रों को समझने में परेशानी हो रही है।,hi,Academics,teaching_quality,2,
940,Block B ground floor classroom ka projector two weeks se kharab hai.,hinglish,Infrastructure,classroom_lab_maintenance,3,
1540,Dietary restriction wale students ke liye bohot kam options hain.,hinglish,Canteen,menu_variety,2,1426
1424,डाइटरी रिस्ट्रिक्शन वाले छात्रों के लिए बहुत कम विकल्प हैं।,hi,Canteen,menu_variety,2,
29,"Operating Systems की क्लास और लैब का समय एक साथ है, टकराव हो रहा है।",hi,Academics,timetable_scheduling,2,
698,रिजल्ट देखने की कोशिश करने पर पोर्टल एरर दिखाता है।,hi,IT_Library,portal_account_access,2,
472,"मुझसे सेमेस्टर फीस में Rs. 2,500 अतिरिक्त लिया गया है बिना किसी कारण के।",hi,Fees_Accounts,fee_discrepancy,3,
470,"फीस रसीद और पोर्टल राशि में Rs. 2,500 का अंतर है।",hi,Fees_Accounts,fee_discrepancy,4,
348,"Revaluation application diye 10 days ho gaye, please process karo.",hinglish,Examinations,revaluation,3,
955,Frequent electrical failures in the main building are disrupting lab sessions.,en,Infrastructure,electrical_issues,3,
1164,"Virar se students ko college aane mein around three hours lagte hain, long commute ki problem consider honi chahiye.",hinglish,Transport,commuting_accessibility,2,
1166,"Virar se students ko college aane mein around three hours lagte hain, long commute ki problem consider honi chahiye.",hinglish,Transport,commuting_accessibility,2,
387,परीक्षा डेटशीट दूसरे विषय की परीक्षा के समय या तारीख से टकरा रही है।,hi,Examinations,examination_schedule,3,
1095,Ongoing construction is disrupting normal use of the campus area.,en,Infrastructure,construction_facility_disruption,3,
257,Portal se hall ticket download nahi ho raha hai.,hinglish,Examinations,hall_ticket,3,
1090,Construction work is blocking access to a common college facility.,en,Infrastructure,construction_facility_disruption,3,
551,I have not received any update about my scholarship application.,en,Fees_Accounts,scholarship,3,
1501,the HOD was rude to students during the Computer Networks lecture.,en,Academics,faculty_conduct,2,103
1231,कॉलेज आने-जाने की यात्रा कुछ दूर रहने वाले छात्रों के लिए सुरक्षा या पहुंच की समस्या पैदा करती है।,hi,Transport,travel_safety_access,3,
120,the faculty ने क्लास में छात्रों के साथ बहुत बुरा व्यवहार किया।,hi,Academics,faculty_conduct,2,
349,"Operating Systems paper ka revaluation chahiye, marks galat lag rahe hain.",hinglish,Examinations,revaluation,2,
302,Computer Networks ke internal aur external marks mein mismatch hai.,hinglish,Examinations,marks_discrepancy,2,
